data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50,data_51,data_52,data_53,data_54,data_55,data_56,data_57,data_58,data_59,data_60,data_61,data_62,data_63,data_64,data_65,data_66,data_67,data_68,data_69,data_70,data_71,data_72,data_73,data_74,data_75,data_76,data_77,data_78,data_79,data_80,data_81,data_82,data_83,data_84,data_85,data_86,data_87,data_88,data_89,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30,target_31,target_32,target_33,target_34,target_35,target_36,target_37,target_38,target_39,target_40,target_41,target_42,target_43,target_44,target_45,target_46,target_47,target_48,target_49,target_50,target_51,target_52,target_53,target_54,target_55,target_56,target_57,target_58,target_59,target_60,target_61,target_62,target_63,target_64,target_65,target_66,target_67,target_68,target_69,target_70,target_71,target_72,target_73,target_74,target_75,target_76,target_77,target_78,target_79,target_80,target_81,target_82,target_83,target_84,target_85,target_86,target_87,target_88,target_89,target_90,target_91,target_92,target_93,target_94,target_95,target_96,target_97,target_98,target_99,target_100,target_101,target_102,target_103,target_104,target_105,target_106,target_107,target_108,target_109,target_110,target_111,target_112,target_113,target_114,target_115,target_116,target_117,target_118,target_119,target_120,target_121,target_122,target_123,target_124,target_125,target_126,target_127,target_128,target_129,target_130,target_131,target_132,target_133,target_134,target_135,target_136,target_137,target_138,target_139,target_140,target_141,target_142,target_143,target_144,target_145,target_146,target_147,target_148,target_149,target_150,target_151,target_152,target_153,target_154,target_155,target_156,target_157,target_158,target_159,target_160,target_161,target_162,target_163,target_164,target_165,target_166,target_167,target_168,target_169,target_170,target_171,target_172,target_173,target_174,target_175,target_176,target_177,target_178,target_179
1,3,1000,5,2,1000,0,1,1000,0,3,1000,4,5,1000,4,3,1000,5,1,900,5,3,900,5,4,900,2,0,900,5,0,750,0,5,750,3,5,750,3,4,750,3,2,750,2,1,750,1,5,600,1,2,600,3,1,600,1,4,450,2,5,450,1,0,300,0,2,300,3,0,300,2,4,300,0,4,150,4,1,150,4,0,150,4,2,150,2,3,150,1,2,3,-1,-1,-1,5,4,2,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,4,3,-1,-1,4,5,-1,-1,-1,-1,4,3,-1,-1,-1,-1,5,1,-1,-1,-1,-1,5,4,3,-1,-1,-1,5,4,-1,-1,-1,-1,2,1,0,-1,-1,-1,5,0,-1,-1,-1,-1,0,5,-1,-1,-1,-1,3,4,5,-1,-1,-1,3,4,-1,-1,-1,-1,3,2,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,1,2,-1,-1,-1,-1,3,2,1,-1,-1,-1,1,5,4,-1,-1,-1,2,4,5,-1,-1,-1,1,0,-1,-1,-1,-1,0,1,2,-1,-1,-1,3,4,5,0,-1,-1,2,4,-1,-1,-1,-1,0,5,4,-1,-1,-1,4,5,1,-1,-1,-1,4,5,0,-1,-1,-1,4,2,-1,-1,-1,-1,2,3,-1,-1,-1,-1
2,3,1000,0,2,900,0,1,900,0,3,900,1,0,900,1,3,900,3,4,900,5,2,900,4,1,900,0,5,750,3,0,750,5,1,750,5,3,750,2,1,600,2,4,600,0,4,600,3,5,600,5,4,600,4,5,600,2,5,450,1,4,450,3,2,450,3,1,450,1,2,300,1,5,300,5,0,300,4,2,300,4,0,300,2,0,150,4,3,150,2,3,-1,-1,-1,-1,0,1,2,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,4,3,-1,-1,1,0,-1,-1,-1,-1,1,2,3,-1,-1,-1,3,4,-1,-1,-1,-1,5,4,2,-1,-1,-1,4,5,1,-1,-1,-1,0,5,-1,-1,-1,-1,3,2,1,0,-1,-1,5,1,-1,-1,-1,-1,5,4,3,-1,-1,-1,2,1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,0,5,4,-1,-1,-1,3,4,5,-1,-1,-1,5,4,-1,-1,-1,-1,4,5,-1,-1,-1,-1,2,1,5,-1,-1,-1,1,2,4,-1,-1,-1,3,2,-1,-1,-1,-1,3,2,1,-1,-1,-1,1,2,-1,-1,-1,-1,1,5,-1,-1,-1,-1,5,0,-1,-1,-1,-1,4,2,-1,-1,-1,-1,4,5,0,-1,-1,-1,2,1,0,-1,-1,-1,4,3,-1,-1,-1,-1
0,3,900,4,0,900,3,5,900,1,5,750,2,1,750,2,5,750,4,5,750,5,1,750,3,1,750,3,2,750,0,1,600,2,3,600,5,0,600,3,4,600,0,5,450,1,4,450,2,4,450,4,2,450,3,0,450,0,2,300,1,0,300,1,2,300,1,3,300,2,0,300,4,1,300,5,2,300,5,4,300,0,4,150,4,3,150,5,3,150,0,1,2,3,-1,-1,4,5,0,-1,-1,-1,3,4,5,-1,-1,-1,1,5,-1,-1,-1,-1,2,1,-1,-1,-1,-1,2,4,5,-1,-1,-1,4,5,-1,-1,-1,-1,5,1,-1,-1,-1,-1,3,2,1,-1,-1,-1,3,2,-1,-1,-1,-1,0,1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,5,0,-1,-1,-1,-1,3,4,-1,-1,-1,-1,0,5,-1,-1,-1,-1,1,2,4,-1,-1,-1,2,4,-1,-1,-1,-1,4,2,-1,-1,-1,-1,3,2,1,0,-1,-1,0,1,2,-1,-1,-1,1,0,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,2,3,-1,-1,-1,2,1,0,-1,-1,-1,4,5,1,-1,-1,-1,5,4,2,-1,-1,-1,5,4,-1,-1,-1,-1,0,5,4,-1,-1,-1,4,3,-1,-1,-1,-1,5,4,3,-1,-1,-1
0,4,1000,4,2,1000,4,3,1000,0,1,900,3,0,900,0,3,750,2,0,750,2,4,750,4,0,750,3,1,750,2,3,600,3,2,600,1,4,600,5,2,600,5,4,450,5,3,450,0,5,300,2,5,300,4,1,300,4,5,300,3,5,300,1,3,300,1,5,300,0,2,150,2,1,150,3,4,150,1,0,150,1,2,150,5,0,150,5,1,150,0,5,4,-1,-1,-1,4,2,-1,-1,-1,-1,4,3,-1,-1,-1,-1,0,1,-1,-1,-1,-1,3,2,1,0,-1,-1,0,5,4,3,-1,-1,2,1,0,-1,-1,-1,2,4,-1,-1,-1,-1,4,5,0,-1,-1,-1,3,2,1,-1,-1,-1,2,3,-1,-1,-1,-1,3,2,-1,-1,-1,-1,1,5,4,-1,-1,-1,5,1,2,-1,-1,-1,5,4,-1,-1,-1,-1,5,4,3,-1,-1,-1,0,5,-1,-1,-1,-1,2,1,5,-1,-1,-1,4,2,1,-1,-1,-1,4,5,-1,-1,-1,-1,3,4,5,-1,-1,-1,1,2,3,-1,-1,-1,1,5,-1,-1,-1,-1,0,1,2,-1,-1,-1,2,1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,2,-1,-1,-1,-1,5,0,-1,-1,-1,-1,5,1,-1,-1,-1,-1
2,5,1000,2,3,1000,1,3,1000,4,5,1000,4,0,1000,3,0,1000,2,4,900,1,5,900,4,2,900,0,5,900,3,1,900,5,2,750,2,1,750,2,0,750,1,0,750,4,1,750,4,3,750,5,4,600,1,4,600,0,1,600,5,3,450,0,3,450,3,5,450,3,4,450,5,0,300,1,2,300,0,4,300,3,2,300,5,1,150,0,2,150,2,1,5,-1,-1,-1,2,3,-1,-1,-1,-1,1,2,3,-1,-1,-1,4,5,-1,-1,-1,-1,4,5,0,-1,-1,-1,3,4,5,0,-1,-1,2,4,-1,-1,-1,-1,1,5,-1,-1,-1,-1,4,2,-1,-1,-1,-1,0,5,-1,-1,-1,-1,3,2,1,-1,-1,-1,5,4,2,-1,-1,-1,2,1,-1,-1,-1,-1,2,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,4,5,1,-1,-1,-1,4,3,-1,-1,-1,-1,5,4,-1,-1,-1,-1,1,5,4,-1,-1,-1,0,1,-1,-1,-1,-1,5,4,3,-1,-1,-1,0,1,2,3,-1,-1,3,4,5,-1,-1,-1,3,4,-1,-1,-1,-1,5,0,-1,-1,-1,-1,1,2,-1,-1,-1,-1,0,5,4,-1,-1,-1,3,2,-1,-1,-1,-1,5,1,-1,-1,-1,-1,0,1,2,-1,-1,-1
4,5,1000,3,1,1000,1,5,1000,1,4,1000,0,2,1000,5,1,900,2,5,900,5,2,750,5,0,750,1,3,750,0,1,750,4,2,600,4,3,600,4,1,600,2,1,600,3,2,600,3,0,600,1,2,450,1,0,450,0,4,450,0,3,450,2,3,300,3,5,300,5,4,150,5,3,150,4,0,150,2,4,150,2,0,150,3,4,150,0,5,150,4,5,-1,-1,-1,-1,3,2,1,-1,-1,-1,1,5,-1,-1,-1,-1,1,2,4,-1,-1,-1,0,1,2,-1,-1,-1,5,1,-1,-1,-1,-1,2,4,5,-1,-1,-1,5,4,2,-1,-1,-1,5,0,-1,-1,-1,-1,1,2,3,-1,-1,-1,0,1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,4,3,-1,-1,-1,-1,4,2,1,-1,-1,-1,2,1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,3,4,5,0,-1,-1,1,2,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,5,4,-1,-1,-1,0,5,4,3,-1,-1,2,3,-1,-1,-1,-1,3,4,5,-1,-1,-1,5,4,-1,-1,-1,-1,5,4,3,-1,-1,-1,4,5,0,-1,-1,-1,2,4,-1,-1,-1,-1,2,1,0,-1,-1,-1,3,4,-1,-1,-1,-1,0,5,-1,-1,-1,-1
4,2,1000,4,0,1000,1,4,1000,0,3,1000,3,2,900,3,1,900,3,5,900,3,0,900,1,5,900,0,4,900,2,4,750,1,0,750,5,3,750,4,3,600,2,3,600,2,1,600,1,2,600,5,4,600,2,5,450,0,2,450,3,4,300,1,3,300,5,1,300,5,0,300,0,1,300,4,1,150,4,5,150,2,0,150,5,2,150,0,5,150,4,2,-1,-1,-1,-1,4,5,0,-1,-1,-1,1,2,4,-1,-1,-1,0,1,2,3,-1,-1,3,2,-1,-1,-1,-1,3,2,1,-1,-1,-1,3,4,5,-1,-1,-1,3,4,5,0,-1,-1,1,5,-1,-1,-1,-1,0,5,4,-1,-1,-1,2,4,-1,-1,-1,-1,1,0,-1,-1,-1,-1,5,4,3,-1,-1,-1,4,3,-1,-1,-1,-1,2,3,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,5,4,-1,-1,-1,-1,2,1,5,-1,-1,-1,0,1,2,-1,-1,-1,3,4,-1,-1,-1,-1,1,2,3,-1,-1,-1,5,1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,4,2,1,-1,-1,-1,4,5,-1,-1,-1,-1,2,1,0,-1,-1,-1,5,1,2,-1,-1,-1,0,5,-1,-1,-1,-1
2,4,1000,4,3,1000,5,2,1000,5,4,1000,2,1,900,4,5,900,0,4,900,0,5,900,3,2,900,2,3,750,4,2,750,0,3,750,1,4,750,3,4,750,3,0,750,4,1,600,0,1,600,1,2,600,5,1,600,5,3,600,2,0,450,1,0,450,3,1,450,5,0,450,2,5,300,1,3,300,1,5,300,3,5,300,4,0,150,0,2,150,2,4,-1,-1,-1,-1,4,3,-1,-1,-1,-1,5,1,2,-1,-1,-1,5,4,-1,-1,-1,-1,2,1,-1,-1,-1,-1,4,5,-1,-1,-1,-1,0,5,4,-1,-1,-1,0,5,-1,-1,-1,-1,3,2,-1,-1,-1,-1,2,3,-1,-1,-1,-1,4,2,-1,-1,-1,-1,0,1,2,3,-1,-1,1,5,4,-1,-1,-1,3,4,-1,-1,-1,-1,3,4,5,0,-1,-1,4,2,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,5,1,-1,-1,-1,-1,5,4,3,-1,-1,-1,2,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,3,2,1,-1,-1,-1,5,0,-1,-1,-1,-1,2,4,5,-1,-1,-1,1,2,3,-1,-1,-1,1,5,-1,-1,-1,-1,3,4,5,-1,-1,-1,4,5,0,-1,-1,-1,0,1,2,-1,-1,-1
1,4,1000,1,3,1000,5,2,1000,3,5,1000,0,4,1000,3,4,900,0,3,900,2,0,900,4,3,750,4,0,750,3,1,750,2,3,750,5,4,600,5,3,600,5,0,600,3,0,600,0,2,600,2,1,600,1,5,450,4,1,450,4,2,450,0,1,450,2,4,450,4,5,300,2,5,300,1,0,150,1,2,150,5,1,150,3,2,150,0,5,150,1,2,4,-1,-1,-1,1,2,3,-1,-1,-1,5,4,2,-1,-1,-1,3,4,5,-1,-1,-1,0,5,4,-1,-1,-1,3,4,-1,-1,-1,-1,0,1,2,3,-1,-1,2,1,0,-1,-1,-1,4,3,-1,-1,-1,-1,4,5,0,-1,-1,-1,3,2,1,-1,-1,-1,2,3,-1,-1,-1,-1,5,4,-1,-1,-1,-1,5,4,3,-1,-1,-1,5,0,-1,-1,-1,-1,3,2,1,0,-1,-1,0,1,2,-1,-1,-1,2,1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,4,5,1,-1,-1,-1,4,2,-1,-1,-1,-1,0,1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,4,5,-1,-1,-1,-1,2,4,5,-1,-1,-1,1,0,-1,-1,-1,-1,1,2,-1,-1,-1,-1,5,1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,0,5,-1,-1,-1,-1
2,1,1000,2,0,1000,2,4,1000,1,5,1000,3,0,1000,5,4,1000,4,2,1000,3,1,900,5,3,900,4,0,900,0,1,750,0,5,750,4,1,750,2,5,600,3,2,600,5,0,600,2,3,450,1,3,450,1,0,450,3,5,450,5,1,450,0,3,450,4,3,450,1,2,300,3,4,300,5,2,300,0,4,300,4,5,300,1,4,150,0,2,150,2,1,-1,-1,-1,-1,2,1,0,-1,-1,-1,2,4,-1,-1,-1,-1,1,5,-1,-1,-1,-1,3,4,5,0,-1,-1,5,4,-1,-1,-1,-1,4,2,-1,-1,-1,-1,3,2,1,-1,-1,-1,5,4,3,-1,-1,-1,4,5,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,4,2,1,-1,-1,-1,2,1,5,-1,-1,-1,3,2,-1,-1,-1,-1,5,0,-1,-1,-1,-1,2,3,-1,-1,-1,-1,1,2,3,-1,-1,-1,1,0,-1,-1,-1,-1,3,4,5,-1,-1,-1,5,1,-1,-1,-1,-1,0,1,2,3,-1,-1,4,3,-1,-1,-1,-1,1,2,-1,-1,-1,-1,3,4,-1,-1,-1,-1,5,1,2,-1,-1,-1,0,5,4,-1,-1,-1,4,5,-1,-1,-1,-1,1,5,4,-1,-1,-1,0,1,2,-1,-1,-1
4,3,1000,0,2,1000,5,4,1000,2,4,1000,2,5,1000,4,1,900,4,5,900,1,4,900,2,1,900,2,0,900,0,4,750,3,5,750,3,2,750,5,3,750,2,3,750,1,0,600,1,5,600,3,4,600,5,1,600,5,2,600,4,2,450,1,3,450,0,5,450,3,1,450,5,0,450,4,0,300,1,2,300,0,1,300,0,3,150,3,0,150,4,3,-1,-1,-1,-1,0,1,2,-1,-1,-1,5,4,-1,-1,-1,-1,2,4,-1,-1,-1,-1,2,1,5,-1,-1,-1,4,5,1,-1,-1,-1,4,5,-1,-1,-1,-1,1,2,4,-1,-1,-1,2,1,-1,-1,-1,-1,2,1,0,-1,-1,-1,0,5,4,-1,-1,-1,3,4,5,-1,-1,-1,3,2,-1,-1,-1,-1,5,4,3,-1,-1,-1,2,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,5,-1,-1,-1,-1,3,4,-1,-1,-1,-1,5,1,-1,-1,-1,-1,5,1,2,-1,-1,-1,4,2,-1,-1,-1,-1,1,2,3,-1,-1,-1,0,5,-1,-1,-1,-1,3,2,1,-1,-1,-1,5,0,-1,-1,-1,-1,4,5,0,-1,-1,-1,1,2,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,4,3,-1,-1,3,2,1,0,-1,-1
4,0,1000,2,1,1000,0,5,1000,4,3,900,2,3,900,0,4,900,0,3,900,5,2,900,3,1,900,3,2,900,1,3,750,0,2,750,5,4,750,0,1,600,5,3,600,3,0,600,4,1,450,4,2,450,1,0,450,1,5,450,2,5,450,5,1,450,5,0,450,3,4,450,3,5,450,4,5,300,1,4,300,1,2,150,2,4,150,2,0,150,4,5,0,-1,-1,-1,2,1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,4,3,-1,-1,-1,-1,2,3,-1,-1,-1,-1,0,5,4,-1,-1,-1,0,1,2,3,-1,-1,5,1,2,-1,-1,-1,3,2,1,-1,-1,-1,3,2,-1,-1,-1,-1,1,2,3,-1,-1,-1,0,1,2,-1,-1,-1,5,4,-1,-1,-1,-1,0,1,-1,-1,-1,-1,5,4,3,-1,-1,-1,3,4,5,0,-1,-1,4,5,1,-1,-1,-1,4,2,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,5,-1,-1,-1,-1,2,1,5,-1,-1,-1,5,1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,3,4,-1,-1,-1,-1,3,4,5,-1,-1,-1,4,5,-1,-1,-1,-1,1,2,4,-1,-1,-1,1,2,-1,-1,-1,-1,2,4,-1,-1,-1,-1,2,1,0,-1,-1,-1
0,2,1000,0,5,1000,1,3,1000,3,0,900,3,1,900,2,1,900,4,3,900,4,5,900,5,0,900,0,4,750,3,4,750,2,0,750,4,1,750,4,2,600,5,3,600,0,1,450,3,2,450,2,5,450,5,4,450,2,3,300,4,0,300,5,1,300,1,2,300,1,4,300,0,3,150,3,5,150,2,4,150,5,2,150,1,0,150,1,5,150,0,1,2,-1,-1,-1,0,5,-1,-1,-1,-1,1,2,3,-1,-1,-1,3,4,5,0,-1,-1,3,2,1,-1,-1,-1,2,1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,4,5,-1,-1,-1,-1,5,0,-1,-1,-1,-1,0,5,4,-1,-1,-1,3,4,-1,-1,-1,-1,2,1,0,-1,-1,-1,4,2,1,-1,-1,-1,4,2,-1,-1,-1,-1,5,4,3,-1,-1,-1,0,1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,2,1,5,-1,-1,-1,5,4,-1,-1,-1,-1,2,3,-1,-1,-1,-1,4,5,0,-1,-1,-1,5,1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,5,4,-1,-1,-1,0,1,2,3,-1,-1,3,4,5,-1,-1,-1,2,4,-1,-1,-1,-1,5,1,2,-1,-1,-1,1,0,-1,-1,-1,-1,1,5,-1,-1,-1,-1
2,0,1000,3,0,1000,3,5,1000,1,5,1000,2,4,900,5,2,900,1,0,900,2,5,750,2,1,750,0,4,750,5,0,750,4,0,600,0,1,600,5,4,600,3,2,600,1,4,600,1,3,600,4,2,450,4,3,450,0,2,450,0,3,450,5,3,450,1,2,450,0,5,300,3,1,300,4,5,150,4,1,150,2,3,150,5,1,150,3,4,150,2,1,0,-1,-1,-1,3,4,5,0,-1,-1,3,4,5,-1,-1,-1,1,5,-1,-1,-1,-1,2,4,-1,-1,-1,-1,5,1,2,-1,-1,-1,1,0,-1,-1,-1,-1,2,4,5,-1,-1,-1,2,1,-1,-1,-1,-1,0,5,4,-1,-1,-1,5,0,-1,-1,-1,-1,4,5,0,-1,-1,-1,0,1,-1,-1,-1,-1,5,4,-1,-1,-1,-1,3,2,-1,-1,-1,-1,1,2,4,-1,-1,-1,1,2,3,-1,-1,-1,4,2,-1,-1,-1,-1,4,3,-1,-1,-1,-1,0,1,2,-1,-1,-1,0,1,2,3,-1,-1,5,4,3,-1,-1,-1,1,2,-1,-1,-1,-1,0,5,-1,-1,-1,-1,3,2,1,-1,-1,-1,4,5,-1,-1,-1,-1,4,2,1,-1,-1,-1,2,3,-1,-1,-1,-1,5,1,-1,-1,-1,-1,3,4,-1,-1,-1,-1
0,5,1000,0,2,1000,5,0,1000,1,5,1000,4,0,1000,3,5,900,3,2,900,2,0,900,2,5,900,4,1,900,0,4,750,2,1,750,1,4,750,4,5,750,3,0,600,3,1,600,2,3,600,2,4,600,1,0,600,5,3,450,5,4,450,1,3,450,4,2,450,3,4,300,5,1,300,1,2,300,4,3,300,0,3,150,0,1,150,5,2,150,0,5,-1,-1,-1,-1,0,1,2,-1,-1,-1,5,0,-1,-1,-1,-1,1,5,-1,-1,-1,-1,4,5,0,-1,-1,-1,3,4,5,-1,-1,-1,3,2,-1,-1,-1,-1,2,1,0,-1,-1,-1,2,1,5,-1,-1,-1,4,2,1,-1,-1,-1,0,5,4,-1,-1,-1,2,1,-1,-1,-1,-1,1,5,4,-1,-1,-1,4,5,-1,-1,-1,-1,3,2,1,0,-1,-1,3,2,1,-1,-1,-1,2,3,-1,-1,-1,-1,2,4,-1,-1,-1,-1,1,0,-1,-1,-1,-1,5,4,3,-1,-1,-1,5,4,-1,-1,-1,-1,1,2,3,-1,-1,-1,4,2,-1,-1,-1,-1,3,4,-1,-1,-1,-1,5,1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,4,3,-1,-1,-1,-1,0,1,2,3,-1,-1,0,1,-1,-1,-1,-1,5,1,2,-1,-1,-1
3,5,1000,4,5,1000,3,0,900,5,0,900,0,1,750,0,2,750,1,3,750,4,2,750,3,2,600,0,3,600,0,5,600,1,4,600,2,3,600,2,1,600,2,4,600,3,1,450,3,4,450,5,3,450,5,4,450,4,1,450,0,4,300,1,0,300,4,0,300,1,2,150,1,5,150,2,0,150,2,5,150,5,1,150,5,2,150,4,3,150,3,4,5,-1,-1,-1,4,5,-1,-1,-1,-1,3,2,1,0,-1,-1,5,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,2,-1,-1,-1,1,2,3,-1,-1,-1,4,2,-1,-1,-1,-1,3,2,-1,-1,-1,-1,0,5,4,3,-1,-1,0,5,-1,-1,-1,-1,1,5,4,-1,-1,-1,2,3,-1,-1,-1,-1,2,1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,3,2,1,-1,-1,-1,3,4,-1,-1,-1,-1,5,4,3,-1,-1,-1,5,4,-1,-1,-1,-1,4,2,1,-1,-1,-1,0,5,4,-1,-1,-1,1,0,-1,-1,-1,-1,4,5,0,-1,-1,-1,1,2,-1,-1,-1,-1,1,5,-1,-1,-1,-1,2,1,0,-1,-1,-1,2,1,5,-1,-1,-1,5,1,-1,-1,-1,-1,5,1,2,-1,-1,-1,4,3,-1,-1,-1,-1
2,4,1000,0,2,1000,5,2,1000,4,1,1000,4,3,1000,2,1,900,5,4,900,5,3,900,1,5,900,1,4,900,4,5,900,3,5,900,2,3,750,5,1,750,4,0,750,3,2,750,3,1,600,2,0,450,0,3,450,5,0,450,1,2,450,4,2,450,3,4,450,0,5,300,2,5,150,0,1,150,0,4,150,1,0,150,1,3,150,3,0,150,2,4,-1,-1,-1,-1,0,1,2,-1,-1,-1,5,1,2,-1,-1,-1,4,5,1,-1,-1,-1,4,3,-1,-1,-1,-1,2,1,-1,-1,-1,-1,5,4,-1,-1,-1,-1,5,4,3,-1,-1,-1,1,5,-1,-1,-1,-1,1,2,4,-1,-1,-1,4,5,-1,-1,-1,-1,3,4,5,-1,-1,-1,2,3,-1,-1,-1,-1,5,1,-1,-1,-1,-1,4,5,0,-1,-1,-1,3,2,-1,-1,-1,-1,3,2,1,-1,-1,-1,2,1,0,-1,-1,-1,0,5,4,3,-1,-1,5,0,-1,-1,-1,-1,1,2,-1,-1,-1,-1,4,2,-1,-1,-1,-1,3,4,-1,-1,-1,-1,0,5,-1,-1,-1,-1,2,4,5,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,4,-1,-1,-1,1,0,-1,-1,-1,-1,1,2,3,-1,-1,-1,3,4,5,0,-1,-1
1,4,1000,1,3,1000,2,0,1000,3,4,900,3,5,900,4,1,750,4,2,750,5,1,750,5,2,750,0,1,750,0,5,750,2,4,750,2,5,750,2,3,750,4,3,600,3,2,600,0,2,600,2,1,600,1,5,450,4,0,450,5,0,450,3,1,450,1,0,300,4,5,300,3,0,300,0,4,300,0,3,300,1,2,150,5,4,150,5,3,150,1,2,4,-1,-1,-1,1,2,3,-1,-1,-1,2,1,0,-1,-1,-1,3,4,-1,-1,-1,-1,3,4,5,-1,-1,-1,4,5,1,-1,-1,-1,4,2,-1,-1,-1,-1,5,1,-1,-1,-1,-1,5,4,2,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,2,4,-1,-1,-1,-1,2,1,5,-1,-1,-1,2,3,-1,-1,-1,-1,4,3,-1,-1,-1,-1,3,2,-1,-1,-1,-1,0,1,2,-1,-1,-1,2,1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,4,5,0,-1,-1,-1,5,0,-1,-1,-1,-1,3,2,1,-1,-1,-1,1,0,-1,-1,-1,-1,4,5,-1,-1,-1,-1,3,4,5,0,-1,-1,0,5,4,-1,-1,-1,0,1,2,3,-1,-1,1,2,-1,-1,-1,-1,5,4,-1,-1,-1,-1,5,4,3,-1,-1,-1
1,3,1000,0,2,1000,4,0,1000,1,0,900,1,4,900,5,3,900,4,5,900,4,2,900,4,3,900,3,1,900,5,0,750,0,4,750,4,1,750,3,2,750,1,2,600,2,1,600,2,5,450,2,3,450,5,2,300,0,1,300,0,3,300,2,0,300,2,4,300,3,5,300,3,0,300,1,5,150,5,1,150,5,4,150,0,5,150,3,4,150,1,2,3,-1,-1,-1,0,1,2,-1,-1,-1,4,5,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,5,4,-1,-1,-1,5,4,3,-1,-1,-1,4,5,-1,-1,-1,-1,4,2,-1,-1,-1,-1,4,3,-1,-1,-1,-1,3,2,1,-1,-1,-1,5,0,-1,-1,-1,-1,0,5,4,-1,-1,-1,4,2,1,-1,-1,-1,3,2,-1,-1,-1,-1,1,2,-1,-1,-1,-1,2,1,-1,-1,-1,-1,2,4,5,-1,-1,-1,2,3,-1,-1,-1,-1,5,4,2,-1,-1,-1,0,1,-1,-1,-1,-1,0,5,4,3,-1,-1,2,1,0,-1,-1,-1,2,4,-1,-1,-1,-1,3,4,5,-1,-1,-1,3,4,5,0,-1,-1,1,5,-1,-1,-1,-1,5,1,-1,-1,-1,-1,5,4,-1,-1,-1,-1,0,5,-1,-1,-1,-1,3,4,-1,-1,-1,-1
